,ft_cat_country_name,ft_cat_industry_name,ft_cat_sector_name,ft_fin_cash,ft_fin_employees,ft_fin_equity,ft_fin_inventories,ft_fin_market_cap,ft_fin_net_income,ft_fin_ppe,ft_fin_rd,ft_fin_revenue,ft_fin_roa,ft_fin_roe,ft_fin_stock_return,ft_fin_total_assets,ft_fin_total_liab,isin,scope_1,scope_2,scope_3,year
839,Belgium,Telecom Services,Communication,,2141.0,,23.4516996512413,5325.85132735559,42.734295809269,1763.33234752882,,1912.2833115375,,,,5402.77693595648,,BE0003826436,6103.0,21214.0,848.0,2012
840,Belgium,Telecom Services,Communication,,2202.0,,21.2011379780769,6910.69915970528,154.475006597042,1909.91166631532,,2179.00634762287,,,,4687.1932218957,,BE0003826436,7210.0,18803.0,402.0,2013
841,Belgium,Telecom Services,Communication,,2262.0,,20.6434527754784,6563.57706104918,144.93003178525,1715.29304829419,,2264.37025196779,,,,4125.166889534,,BE0003826436,6903.0,19766.0,497.0,2014
842,Belgium,Telecom Services,Communication,,2318.0,,20.9232245975733,6335.56158440238,194.769742605448,1533.78283971369,,2020.28516460609,,,,3909.03431109488,,BE0003826436,7393.0,38191.0,5234.0,2015
843,Belgium,Telecom Services,Communication,,3387.0,,22.890183754921,6519.33858326531,46.2556375056505,2158.88754372787,,2687.08583469391,,,,5281.61298933268,,BE0003826436,7701.0,43364.0,5941.0,2016
844,Belgium,Telecom Services,Communication,,3364.0,,25.8400139522552,8204.62171477291,123.988208165765,2581.20473216057,,2843.64036897469,,,,6569.17181319237,,BE0003826436,9085.0,32591.0,6098.0,2017
845,Belgium,Telecom Services,Communication,106.807986753651,3310.0,-1997.86640075027,32.0081992149353,5459.03342137942,297.296931266785,2550.13895745277,,2989.24985890389,0.0445284752531231,-15.2745787368166,-0.65756911214327,6469.42863632441,8823.40536376931,BE0003826436,8607.0,32792.0,5598.0,2018
846,Belgium,Telecom Services,Communication,113.119474180969,3611.0,-1686.86348036532,28.2869985580444,5151.5457520828,262.46380341053,2656.73286457062,,2892.02653148174,0.0395566951182483,-15.508233582435,-0.02499306401754,6647.33241114616,8272.22411190064,BE0003826436,9390.0,31910.0,3666.0,2019
847,Belgium,Engineering & Construction,Industrials,682.962729885943,8410.0,1950.81226685093,182.531960695267,2764.82877331817,149.334629024506,2935.52144035912,,4056.96512761545,0.0260969301134914,7.69107278371654,1.36428935955107,5800.39161181974,3739.77220833625,BE0003883031,145654.0,9841.0,,2019
848,Belgium,Auto & Truck Dealerships,Consumer Discretionary,,,,739.730665898323,3501.82602677976,260.553240633011,1520.91522656679,4.23448638916016,7322.75024385452,,17.2787503839235,,7186.81746515036,,BE0974259880,165540.0,52612.0,40661.0,2010
849,Belgium,Auto & Truck Dealerships,Consumer Discretionary,,,,813.810199487209,2445.92253284084,259.648560905457,566.382820284367,1.66887130737305,8312.78705463409,,13.4263420948546,,4738.63673821688,,BE0974259880,206763.0,55723.0,52291.0,2011
850,Belgium,Auto & Truck Dealerships,Consumer Discretionary,,,,740.281614243984,2219.41007255872,241.351793885231,601.717771577835,1.15602242946625,7083.20631921291,,11.7148290158671,,4605.43496861458,,BE0974259880,182180.0,55134.0,51698.0,2012
851,Belgium,Auto & Truck Dealerships,Consumer Discretionary,,,,743.128409695625,2758.59365888958,149.622562360764,631.3766685009,1.46037993431091,7262.73493695259,,6.62746251102617,,4898.19869821072,,BE0974259880,194535.0,44203.0,45676.0,2013
852,Belgium,Auto & Truck Dealerships,Consumer Discretionary,,,,736.557426989079,1960.39019053425,33.4264135837555,612.043283343315,1.4590894818306,7233.23713942766,,1.49652592196686,,4098.68131542206,,BE0974259880,171632.21,41436.66,85015.98,2014
853,Belgium,Auto & Truck Dealerships,Consumer Discretionary,,,,667.748619496822,2067.48931888554,187.962077736855,565.962308049202,2.3287337064743,6692.78067240715,,10.0370096225019,,3622.81055152416,,BE0974259880,172750.0,47928.0,86663.0,2015
854,Belgium,Auto & Truck Dealerships,Consumer Discretionary,,,,716.175226688385,2449.58664850811,99.3365119695663,605.848380279541,,3502.55231457949,,5.25714954775634,,4041.37996845245,,BE0974259880,180566.0,45808.0,113289.0,2016
855,Belgium,Auto & Truck Dealerships,Consumer Discretionary,,,,441.534138679504,2492.6012003569,76.361170732975,253.729027748108,,3897.12675036192,,3.92771154236649,,5475.1674156189,,BE0974259880,178100.0,31100.0,129000.0,2017
856,Belgium,Auto & Truck Dealerships,Consumer Discretionary,1129.83958776822,,3215.25947425872,520.933442223072,2081.17564628527,40.1114907264709,253.779293775558,11.4435723543167,4224.68377327919,0.305931807566558,1.53867040774766,-0.19054894151077,3915.97454395294,932.692872989367,BE0974259880,173200.0,26600.0,131000.0,2018
857,Belgium,Auto & Truck Dealerships,Consumer Discretionary,744.647426191293,,2952.15053772288,553.167971801758,3886.03202226725,71.408062505722,301.615734624863,13.430983543396,4251.80169038773,0.0191139899369614,2.40945655047396,3.29701517100729,3881.82930212021,905.067351114601,BE0974259880,175500.0,26100.0,132000.0,2019
858,Belgium,Insurance—Diversified,Financials,,,,,57967.2529259952,114.980585575104,5854.04852151871,,19501.5286034346,,0.312901603620719,,1272309.60702837,,BE0974264930,29000.0,191000.0,18500.0,2007
859,Belgium,Integrated Freight & Logistics,Industrials,,26381.0,,12.0579301714897,4907.92631160878,340.438689470291,595.835558474064,,2654.09107289314,,44.6156081964831,,2335.00188320875,,BE0974268972,70867.0,,131463.0,2015
860,Belgium,Integrated Freight & Logistics,Industrials,,26381.0,,38.7093237400055,4746.39699480912,380.310610413551,592.347580718994,,2654.20965278149,,46.7405342940657,,2454.50864510536,,BE0974268972,70279.0,602.0,96331.0,2016
861,Belgium,Integrated Freight & Logistics,Industrials,,25323.0,,46.9512777328491,6096.48996962814,366.465943443775,903.962196350098,,3352.44714405537,,41.9279907084785,,3923.61381053925,,BE0974268972,69233.0,13900.0,88147.0,2017
862,Belgium,Integrated Freight & Logistics,Industrials,823.584033913358,31201.0,847.319142080836,42.1822339653969,1830.19171831501,312.397727775574,809.350180149078,,4452.84737052918,0.0791605632118621,35.94895465653,-1.56686260440276,3902.59968928099,3200.48558039937,BE0974268972,82826.0,31569.0,218016.0,2018
863,Belgium,Integrated Freight & Logistics,Industrials,747.659483196112,31054.0,759.596153548542,38.9507480144501,2312.36078538547,172.588138532639,1272.46593513489,,4230.08826699257,0.0408249715390114,22.3381138635376,0.33927919499808,4239.7945338726,3452.15200052278,BE0974268972,87848.0,28619.0,192390.0,2019
864,Belgium,Household & Personal Products,Consumer Staples,158.15332278942,10750.0,1434.03648428202,418.278574740887,1685.02053418887,114.435723543167,685.775668179989,7.43242328166962,2704.22232480049,0.0347720103240608,8.21268309203285,-0.99679651593847,3190.76020174026,1944.09911490149,BE0974276082,10992.0,130677.0,,2018
865,Belgium,Household & Personal Products,Consumer Staples,142.570698228086,10000.0,1336.68396413844,357.852981758118,1733.15166066239,41.7479738473892,867.804705762863,9.96131279468536,2553.34189646244,0.0129293909667579,3.13129617192747,0.17340273352675,3314.29333105087,1881.64316667694,BE0974276082,11756.0,135001.0,,2019
866,,Equity Real Estate Investment Trusts (REITs),Real Estate,4.76239679761892,,680.978118992768,,,8.54420170366909,1329.36801234673,,59.3999952883619,0.0059998636928734,1.25469548365324,1.66319925581428,1424.06596900157,725.929165271348,BE0974288202,1894.0,1085.0,,2019
867,,Equity Real Estate Investment Trusts (REITs),Real Estate,10.725011408597,,693.858784698491,,,-45.2039049108386,1684.6091726701,,76.9417577614834,-0.0257807736268727,-6.51485661170687,-0.08417294064315,1753.39598280014,1039.72444117702,BE0974288202,2239.0,1386.0,,2020
868,Belgium,Beverages—Brewers,Consumer Staples,,,,2899.64441180229,36931.1939330679,1884.64133262634,19651.1376076937,76.0880041122437,23560.9431195259,,8.65853248630298,,113029.140008092,,BE0974293251,2700620.0,679380.0,,2008
869,Belgium,Beverages—Brewers,Consumer Staples,,114313.0,,2408.99998664252,92145.3647526311,4025.99994195616,15892.9999118761,183.999997347226,36296.9994766971,,12.8336752689374,,114341.999365994,,BE0974293251,2962050.0,1587950.0,,2010
870,Belgium,Beverages—Brewers,Consumer Staples,,116278.0,,2465.99989238948,98602.6558801813,5855.00026928004,16021.9993008371,175.000008048506,39046.0017957828,,15.2638609698468,,112426.995093947,,BE0974293251,2911250.0,1338750.0,12283.0,2011
871,Belgium,Beverages—Brewers,Consumer Staples,,117632.0,,2500.00004810325,139262.871963518,7160.00009940029,16461.0003167311,182.000002526655,39758.0005519493,,18.5512079868492,,122621.002359388,,BE0974293251,2720446.0,1647297.0,9238.0,2012
872,Belgium,Beverages—Brewers,Consumer Staples,,154587.0,,2949.99989954912,171171.807253046,14393.9998531159,20888.9992887056,184.99999811216,43194.9995592148,,31.998370393959,,144200.995089791,,BE0974293251,2464400.0,1575600.0,84270.0,2013
873,Belgium,Beverages—Brewers,Consumer Staples,,154029.0,,2973.99996765428,182656.5628636,9215.99990339423,20262.9997796162,216.99999772532,47062.999506667,,17.849866575456,,144887.998424174,,BE0974293251,3453120.0,1826880.0,,2014
874,Belgium,Beverages—Brewers,Consumer Staples,,152321.0,,2862.00004071487,199860.620078751,8273.00011483054,18952.0002696116,207.000002873193,43604.0006052303,,18.6307703907364,,136532.001942307,,BE0974293251,4127600.0,1942400.0,,2015
875,Belgium,Beverages—Brewers,Consumer Staples,,206633.0,,3912.99987263371,179576.979614146,1192.9999956726,27521.999104172,243.999999114932,45516.9998348951,,2.02671448129391,,261138.99150005,,BE0974293251,3367000.0,1813000.0,,2016
876,Belgium,Beverages—Brewers,Consumer Staples,,182915.0,,4118.99980111149,189356.106189717,7968.0000605333,27183.9986874036,276.000002096786,56444.000428808,,11.0307100108247,,248634.987994503,,BE0974293251,2995200.0,1684800.0,,2017
877,Belgium,Beverages—Brewers,Consumer Staples,7074.0,172776.0,64485.0,4233.99989615919,111685.83476969,3838.99991733354,27614.9993227294,275.999994053609,53040.9988572373,0.0186857543571587,5.56933096682402,-2.95219535827636,235605.994221654,161979.0,BE0974293251,3708000.0,2472000.0,26170000.0,2018
878,Belgium,Beverages—Brewers,Consumer Staples,7238.0,171915.0,75722.0,4426.99977433938,138197.292450398,8746.99999313044,27543.9985959801,290.999999769186,52328.999958494,0.0387537608600114,12.6183471792559,1.62004623413085,238278.987854036,152095.0,BE0974293251,3557700.0,2472300.0,25180000.0,2019
879,Switzerland,Other Industrial Metals & Mining,Basic Materials,,6970.0,,984.976658952236,1007.36476331061,-120.22633266449,2281.09572389126,,3943.06405997276,,-7.58693361433087,,4758.10569155216,,BE0974294267,480000.0,1660000.0,,2012
880,Switzerland,Other Industrial Metals & Mining,Basic Materials,,6599.0,,710.470995807648,541.192684657312,-259.416581058502,2441.03834187984,,3748.52976775169,,-19.558580651619,,4569.1442494154,,BE0974294267,500000.0,1900000.0,,2013
881,Switzerland,Other Industrial Metals & Mining,Basic Materials,,,,757.007271766663,1205.61170488881,-119.114759516716,2320.02883976698,,3712.45421977043,,-9.09044895480083,,4737.82971847057,,BE0974294267,570000.0,1920000.0,,2014
882,Switzerland,Other Industrial Metals & Mining,Basic Materials,,,,549.776437819004,589.917411069304,-294.75115199089,1746.55316483974,,3349.38442239761,,-30.7656693095665,,3354.60307770967,,BE0974294267,590000.0,2130000.0,,2015
883,Switzerland,Other Industrial Metals & Mining,Basic Materials,,,,759.525450277329,769.261913495764,-291.704211652279,1493.5259513855,,3056.64420795441,,-54.3487221764221,,3358.32389068604,,BE0974294267,560000.0,2010000.0,,2016
884,Switzerland,Other Industrial Metals & Mining,Basic Materials,,4146.0,,1158.89202404022,878.654322724579,10.8281719207764,2029.71214199066,,3982.17301732302,,2.37800346792172,,4338.00987052917,,BE0974294267,530000.0,1420000.0,,2017
885,Switzerland,Other Industrial Metals & Mining,Basic Materials,289.423002654452,4204.0,-182.736113391451,878.510753452778,72.0951594612055,-724.130382585526,1853.27473454475,,4497.55988519192,-0.19500346981263,-502.702702702703,-0.76436735093789,3699.69056925774,4021.76876199037,BE0974294267,500000.0,1270000.0,,2018
886,Switzerland,Other Industrial Metals & Mining,Basic Materials,,,,,21.2255124839231,-1602.87729088096,,,3807.03255683052,,,-0.04484618152649,,,BE0974294267,500000.0,1280000.0,,2019
887,Switzerland,Other Industrial Metals & Mining,Basic Materials,0.650754216094047,0.0,12.3336417608064,0.0,21.2255124839231,-1.60815106936801,0.0,,3.81956462516807,-0.680186463161448,-12.2740950330737,-70.55904,19.3058062473689,19.1421228594195,BE0974294267,520000.0,1250000.0,,2020
888,,Construction Materials,Basic Materials,100.834743907983,,1534.10198927094,316.287181462665,,56.7884303075173,1890.59566944126,,1795.83077818632,0.01777769861833,3.70173760966865,,3194.36342840037,1621.63348140764,BE0974338700,11100000.0,1200000.0,,2019
889,,Construction Materials,Basic Materials,223.393189906966,,1344.75800649618,269.002894361567,,1.64267655314804,1654.84296453608,,1739.02202189404,0.0005666435106813,0.12215406379532,,2898.95943778296,1528.24108180719,BE0974338700,10300000.0,1100000.0,,2020
890,Belgium,Equity Real Estate Investment Trusts (REITs),Real Estate,4.02053831309876,,2347.08071755821,6.48692716932297,4486.43375130061,440.684001042366,140.586382833481,,266.448328528404,0.0932397774930792,21.3727032453796,0.75210770472718,4740.08153337002,2312.51122775624,BE0974349814,68.0,,,2019
891,Bermuda,Insurance—Specialty,Financials,183.0,441.0,6639.0,,4676.06531084792,402.0,0.1,,906.0,0.0280608683512494,6.09367894497499,1.06593589782714,14542.0,7674.0,BMG0585R1060,436.0,1855.7,3545.7,2019
892,United States,Specialty Chemicals,Basic Materials,,,,530.7,6340.03474658966,93.7,1382.9,51.6,4113.3,,8.84629909365559,,5830.1,,BMG0750C1082,82000.0,131000.0,,2015
893,United States,Specialty Chemicals,Basic Materials,,,,529.7,6540.56673619233,38.8,1315.7,57.7,4092.7,,3.52919774422412,,5866.2,,BMG0750C1082,87000.0,185000.0,,2016
894,United States,Specialty Chemicals,Basic Materials,,13300.0,,608.6,7883.86710670777,36.7,1388.6,65.3,4377.0,,3.0568049308679,,6832.2,,BMG0750C1082,96000.0,201000.0,1051814.0,2017
895,United States,Specialty Chemicals,Basic Materials,693.6,14000.0,1205.1,613.0,5777.71394734955,207.1,1298.2,73.1,4696.0,0.0310229638839372,16.6935353861035,-0.91700000762939,6675.7,5365.2,BMG0750C1082,85000.0,207700.0,,2018
896,United States,Specialty Chemicals,Basic Materials,1017.5,14000.0,1354.2,591.6,7133.35972494126,249.0,1318.6,70.2,4482.2,0.0365209738926371,19.4584456687375,0.69400005340576,6818.0,5408.4,BMG0750C1082,64400.0,126600.0,,2019
897,Bermuda,Oil & Gas Drilling,Energy,59.1,,1531.8,,968.009061745764,-308.100002437012,2954200.0,,334.100002642666,-0.08325337985,-0.126,-0.291962616853312,2913.7,1985.9,BMG1466R2078,104952.0,1266.0,,2019
898,Bermuda,Independent Power and Renewable Electricity Producers,Utilities,352.0,,7964.0,0.0,8321.09830400148,10.0000000666421,30704.0011676044,,2965.00001975939,-0.001277166854273,0.188159182902955,1.38854007720947,35691.0013572489,25716.0,BMG162581083,101123.0,181176.0,,2019
899,United States,Agriculture Products,Consumer Staples,,33021.0,,6635.0,9493.12728949613,2354.0,5312.0,24.0,45707.0,,21.6818642350557,,26001.0,,BMG169621056,8644396.0,29198.0,88652991.0,2010
900,United States,Agriculture Products,Consumer Staples,,34000.0,,5733.0,8325.00293696747,942.0,5517.0,22.0,58743.0,,7.87394993104025,,23275.0,,BMG169621056,7951198.0,23549.0,88692000.0,2011
901,United States,Agriculture Products,Consumer Staples,,36000.0,,6980.0,10620.663096427,406.0,5888.0,19.0,60991.0,,3.59785546546147,,27280.0,,BMG169621056,272563.0,11477.0,,2012
902,United States,Agriculture Products,Consumer Staples,,35000.0,,6351.0,12110.6500093036,167.0,6075.0,19.0,61347.0,,1.61204691346107,,26781.0,,BMG169621056,301679.0,45307.0,2100000.0,2013
903,United States,Agriculture Products,Consumer Staples,,35000.0,,6074.0,13186.8597488855,469.0,5626.0,20.0,57161.0,,5.12484292192537,,21432.0,,BMG169621056,314069.0,54577.0,2400000.0,2014
904,United States,Agriculture Products,Consumer Staples,,32000.0,,5374.0,10074.5905870911,752.0,5099.0,17.0,42679.0,,11.071034228929,,19188.0,,BMG169621056,1694967.0,1729080.0,,2016
905,United States,Agriculture Products,Consumer Staples,,,,5486.0,9433.12832817086,160.0,5310.0,20.0,45794.0,,2.23901483347327,,18871.0,,BMG169621056,1663890.0,1726566.0,,2017
906,United States,Agriculture Products,Consumer Staples,389.0,31000.0,5483.0,6128.0,7539.42192539398,257.0,5201.0,15.0,45745.0,0.0137451737451737,3.85856917648825,-1.16913375854492,19425.0,12623.0,BMG169621056,1722634.0,1549444.0,,2018
907,United States,Agriculture Products,Consumer Staples,320.0,24000.0,5223.0,5384.0,8147.92899736023,-1288.0,4928.0,15.0,41143.0,-0.069880438936507,-21.3139169286778,0.52634773254394,18317.0,11890.0,BMG169621056,1666056.0,1600008.0,98141289.0,2019
908,Hong Kong,Restaurants,Consumer Discretionary,,17500.0,457.216797629782,26.3502730736136,1858.97818507241,74.9208274739385,250.051528751627,,824.409919105232,0.12747294696,15.9696124649563,0.178017082886426,568.58635418281,,BMG1744V1037,22463.0,101299.0,,2013
909,Hong Kong,Restaurants,Consumer Discretionary,,17418.0,480.809643524786,27.298907690376,2013.30380044275,77.6120219371021,253.830505756855,,901.126766849652,0.14298846131,16.261761743774,0.103006898025781,588.844963648915,,BMG1744V1037,21985.0,107075.0,,2014
910,Hong Kong,Restaurants,Consumer Discretionary,,17575.0,473.656334249191,29.4440259987414,1711.72103634948,66.7733555621505,258.473381526977,,948.654602196396,0.13197570909,14.3680281956,-0.126856196068298,592.211467234641,,BMG1744V1037,22745.0,110126.0,,2015
911,Hong Kong,Restaurants,Consumer Discretionary,,18771.0,456.169277380262,27.6606222792864,1894.50317874889,64.934774889335,222.943060756087,,975.488981565714,0.11498223955,14.3424939514528,0.169743602544842,576.423022424936,,BMG1744V1037,25677.0,132202.0,,2016
912,Hong Kong,Restaurants,Consumer Discretionary,,18940.0,448.779662325629,30.9018836737871,1606.68005543402,58.6549253891408,250.09417882508,,1017.56567365846,0.11345421531,12.9814718824757,-0.117758072421376,570.907777937055,,BMG1744V1037,25497.0,134799.0,,2017
913,Hong Kong,Restaurants,Consumer Discretionary,102.114384598392,19110.0,454.82334203988,29.8616187055707,1419.48023824583,75.2713898428529,257.499474243075,,1079.14652076611,0.10146646373,16.9010943042323,-0.0575901600089954,588.197132715493,132.903801078774,BMG1744V1037,24883.0,131640.0,,2018
914,Hong Kong,Restaurants,Consumer Discretionary,110.241170816505,19025.0,404.437734887572,30.7422364559025,1387.62494175995,75.4097627655633,244.932789624482,,1083.11473029567,0.102256513238,0.16901,0.007283064390914,572.499233125895,482.516901953676,BMG1744V1037,23540.0,134505.0,,2019
915,Hong Kong,Capital Markets,Financials,77.2156238148335,476.0,4657.33763407828,29.6303024251461,2071.02284434505,129.541835124046,4.68161486077309,,131.598091183752,0.0746006862399999,2.8823697110919,-0.319124082754597,6218.99707388794,1853.9658979586,BMG2108M2182,,32479.0,,2018
916,Hong Kong,Capital Markets,Financials,52.6782908727972,481.0,4349.40535018834,29.0957161864638,1510.56369642117,100.848374714702,23.4121770466119,,171.628077879548,0.02023430921,2.3366905021319,-0.262907596961181,6200.33744377933,1876.85971646686,BMG2108M2182,,27986.8,,2019
917,Hong Kong,Steel,Basic Materials,448.964678982795,9400.0,2138.26276070885,590.960884546361,2215.65920690573,722.634050731143,1201.3790720298,,6163.250660626,0.21486212051,30.98997273858,-0.126843731700173,4312.53638497981,1882.03342968089,BMG2108V1019,14817061.0,1363847.0,,2018
918,Hong Kong,Steel,Basic Materials,688.201364291222,1095.0,2531.8283761181,710.864382643283,1543.14769416101,464.59862355099,1625.18857673947,,6225.05474193105,0.17997280665,17.4736167361249,-0.243323514584675,5083.08443024995,2315.8891452971,BMG2108V1019,13687449.0,1538136.0,,2019
919,Hong Kong,Utilities—Regulated Water,Utilities,506.56463926825,,1016.16817042944,333.896293236241,1200.17041058161,174566.082439591,257.313761182129,,1058.67328618993,0.0382204860364805,0.171788575473504,-0.02444657411508,4563.67732666999,2922.38565304713,BMG210901242,1461.0,301494.0,,2019
920,Hong Kong,Utilities—Regulated Gas,Utilities,1050.95613827341,51000.0,3625.66044467096,785.522187223345,18072.2489943428,1048.74876328984,4428.0089569324,,6765.24555927175,0.09374562482,25.7910404663295,0.31003090121676,10455.5555797145,6286.6168274571,BMG2109G1033,117233.24,82494.55,,2018
921,Hong Kong,Utilities—Regulated Gas,Utilities,1687.85379786825,49500.0,4499.78355309255,624.652945231944,19556.7189618012,1052.53228221503,5540.05738075599,,7572.73422843853,0.09361959769,0.25791,0.0620905854060756,13997.508478597,8810.52835673574,BMG2109G1033,111833.15,77776.57,44.44,2019
922,China,Packaged Foods,Consumer Staples,27.870661006276,10000.0,353.545758752031,90.0942000566721,148.998786182251,-607.180414616168,1002.50177608097,0.0570331632345915,1614.1016770687,-0.347966796502113,-89.4865687050192,-0.0019116820605129,1746.76435321558,1382.93672662421,BMG211591018,38468.0,59206.0,,2018
923,China,Packaged Foods,Consumer Staples,27.7170756083611,9400.0,-174.72264223337,133.121487502456,189.485375313814,-502.920783820748,544.403992126659,0.166300835460424,1943.15136505365,-0.407025134640081,-561.469672962714,0.00216735892145,1242.48325919591,1402.10782330792,BMG211591018,51886.0,92578.0,,2019
924,Hong Kong,Utilities—Regulated Electric,Utilities,776.142731521403,2056.0,15126.0783861967,21.7131698131561,20076.3902993963,1332.4324914068,320.333117008209,,912.147838845849,0.0754612058799999,9.91521320129506,-0.0814933492833256,20151.098831892,6444.53358043396,BMG2178K1009,7464392.0,2314222.0,,2018
925,Hong Kong,Utilities—Regulated Electric,Utilities,1539.71712498069,2137.0,15562.0251548235,17.5825869292021,18863.4188779047,1340.87227731943,359.993841871619,,859.327340871096,0.07086629049,9.60430026922391,-0.0260734871591167,21199.7229146957,6822.20775646615,BMG2178K1009,8944665.0,1920266.0,,2019
926,Hong Kong,Marine Shipping,Industrials,,3368.0,4546.106,23.6830009338022,4178.49805727311,292.75900178962,4068.89316043327,,870.091005318816,0.04033546535,6.30395261077438,0.0656089628608802,7616.71030032092,,BMG2442N1048,36756.0,39438.0,,2014
927,Hong Kong,Marine Shipping,Industrials,,3356.0,4742.447,14.599998880887,3268.89388610724,267.3120009763,4219.26167658693,,550.217002009551,0.04125615918,5.0478645878318,-0.214631493615278,8860.64432081762,,BMG2442N1048,59603.0,67232.0,,2015
928,Hong Kong,Marine Shipping,Industrials,,3372.0,5849.081,9.95099984037501,3030.35364586454,180.936991305069,2367.60196202106,,556.376973263292,0.03528321141,3.5514585148358,0.0453126960980386,6786.45589113778,,BMG2442N1048,60675.0,83937.0,,2016
929,Hong Kong,Marine Shipping,Industrials,,3144.0,4354.861,10.941999774667,3179.40054192456,512.453973021755,2980.4979386214,,634.709966585563,0.0267700707,10.7460159945605,0.0651208762604782,8954.07981560501,,BMG2442N1048,519459.0,578080.0,,2017
930,Hong Kong,Marine Shipping,Industrials,543.015,3343.0,5188.567,13.8370004946023,3061.69294798869,324.582994326193,3057.06910927464,,1000.34998251358,0.0700292544,6.28125338281524,-0.0144873451181935,9045.45232332883,3225.802,BMG2442N1048,53163.0,111103.0,,2018
931,Hong Kong,Marine Shipping,Industrials,927.194,3314.0,5165.212,12.3480000752558,2589.04215006633,308.016996149668,4063.08802476279,,1027.65798715388,0.04154819136,6.08179446726283,-0.134076746571975,10476.5180638499,4711.313,BMG2442N1048,45909.0,119519.0,,2019
932,Hong Kong,Apparel Retail,Consumer Discretionary,,6400.0,1478.5827739919,325.371975898743,1017.07263548929,-326.404517889023,243.388485908508,0.0,2052.9253578186,0.00427091634,-24.8334872866936,-0.313628899839583,1964.40127968788,,BMG3122U1457,1383.0,18731.0,27216.0,2017
933,Hong Kong,Apparel Retail,Consumer Discretionary,494.36086298383,4900.0,1150.36578216207,292.653709173203,376.027372472751,-273.466765403748,200.243456929922,0.0,1975.1690775156,-0.18215533842,-27.2444246775526,-0.626794258366383,1619.66493138671,469.126665801361,BMG3122U1457,1424.0,15976.0,28778.0,2018
934,Hong Kong,Apparel Retail,Consumer Discretionary,287.887748871119,,859.26404081285,236.160011216998,380.261556473294,-252.931248039007,144.384006857872,0.0,1489.9091822207,-17.0148869535373,-25.1985513692102,1.1260271,1357.0560644567,910.246607143377,BMG3122U1457,2457.0,10189.0,49064.0,2020
935,Hong Kong,Packaged Foods,Consumer Staples,529.7,110394.0,3227.1,978.100034962092,1674.82614925563,131.799997696096,5435.40019428786,,7742.39986466054,0.02980098169,4.18469837257062,-0.410076937227119,20901.5007471221,12191.1,BMG348041077,1785563.0,121168.0,,2018
936,Hong Kong,Packaged Foods,Consumer Staples,599.0,101836.0,3083.6,851.000005186483,1477.71605218063,-253.899996826152,5245.70003197031,,8054.69989931312,0.0294370828899999,-8.47212062541463,-0.0880353679225459,21882.5001333645,13124.5,BMG348041077,1853537.0,107724.0,,2019
937,Bermuda,Oil & Gas Midstream,Energy,129.005,8.0,827.324,2.68600003730994,559.745556680304,16.9670001342221,1496.75602079072,,119.967000949032,0.01190461752,2.05448507513057,-0.255922163934005,1641.28202279826,802.017,BMG359472021,145850.0,,,2019
938,Bermuda,Oil & Gas Midstream,Energy,174.223,157.0,1509.976,138.003,2532.06105331234,139.972,3056.421,,922.928,0.0378525930697508,10.469987014619,0.59815502166748,3697.818,2187.61,BMG3682E1921,1330023.0,,,2019
939,Bermuda,Information Technology Services,Technology,,63600.0,1322.739,0.0,4228.48037857239,229.717,173.204,0.0,2124.449,0.08877731812,18.4426469702748,0.185161290397617,2689.367,,BMG3922B1072,1772.0,67389.0,58680.0,2013
940,Bermuda,Information Technology Services,Technology,,67900.0,1285.136,0.0,4100.04869677429,192.002,175.936,,2283.739,0.0707564051199999,14.7247855054403,0.0304844856167483,2742.537,,BMG3922B1072,3004.0,70373.0,146017.0,2014
941,Bermuda,Information Technology Services,Technology,,72000.0,1304.356,0.0,5312.99616362457,239.817,175.396,,2447.377,0.08663868269,18.522320207979,0.319598520893436,2793.489,,BMG3922B1072,1234.0,63181.0,274399.0,2015
942,Bermuda,Information Technology Services,Technology,,75000.0,1286.648,0.0,4886.42550274002,269.684,200.115,,2557.897,0.09421715687,20.8169497229645,-0.0256204964024817,2885.88,,BMG3922B1072,1388.4,60376.6,47611.9,2016
943,Bermuda,Information Technology Services,Technology,,78000.0,1424.044,0.0,6127.15327216141,263.111,207.03,,2731.071,0.08334715755,19.4128289012547,0.315381360945448,3449.621,,BMG3922B1072,899.4,63597.0,50002.0,2017
944,Bermuda,Information Technology Services,Technology,368.396,87000.0,1404.182,0.0,5110.44830886551,282.019,212.715,,3001.506,0.0824886883099999,19.9431728581804,-0.141174581816661,3529.445,2125.263,BMG3922B1072,4379.0,68013.0,31240.0,2018
945,Bermuda,Information Technology Services,Technology,467.096,96500.0,1689.171,0.0,8010.65496039856,304.881,618.373,,3513.761,0.0763765450519999,19.712008296499,0.576710634641352,4454.184,2765.013,BMG3922B1072,4884.0,68726.0,35819.0,2019
946,Bermuda,Marine Shipping,Industrials,153.06,37.0,1513.391,28.235,838.226092666264,37.189,2589.593,,705.799,0.0125381946469673,2.44913979801133,0.0008657932281494,2966.057,1452.666,BMG396372051,24996676.0,,,2019
947,,Internet & Direct Marketing Retail,Consumer Discretionary,193.652941000589,,164.277550266095,6.80398941282376,,19.644923721304,2.42752784449734,,78.8061316023801,0.0869395795899811,11.9583739162676,-0.02256477495895,225.960647773455,61.4364629506164,BMG4404N1149,52.06,578.45,,2018
