,0,1,2,0,1,2
train.sMAPE,0.007607108771175283,0.005751824411929155,0.007162733499320128,0.012287152084950896,0.009205971467451885,0.011719236136975347
train.R2,0.9909302966183582,0.9890748869878401,0.9860064690481993,0.9818084306140168,0.9777655183585103,0.9771981821269149
train.MAE,0.008262542517126548,0.006704069589773987,0.00771768523510552,0.013026272469959466,0.010428395421694603,0.011514646567491127
train.RMSE,0.31465503886227403,0.2624316542023789,0.43321010071428506,0.44504171993677444,0.3733109540926697,0.5533069710245071
train.MAPE,0.012416073032371874,0.00607738202491373,0.008365947465096014,0.018207073784937817,0.010376027105838476,0.013370994478219012
train.offset_percentile.50%,1.0007558091202287,1.0005936153086425,1.0006369701910787,1.0012322672587226,1.0009320385481597,1.0009641310972364
train.offset_percentile.75%,1.0030210391337735,1.002410849530821,1.0025440141101518,1.0056946643351345,1.0041774627166298,1.00527260096559
train.offset_percentile.90%,1.009558926765858,1.0076181978800125,1.0088547546909,1.0164843674849462,1.0121428118005054,1.0155859629204267
train.offset_percentile.95%,1.0192566227893982,1.0159682845245601,1.0177729603408432,1.0361072780728204,1.0276028628900031,1.0349705268210239
train.confidence_rating.<10.0%,40411,39574,25290,39961,39295,25048
train.confidence_rating.10-20%,264,211,121,496,328,203
train.confidence_rating.20-50%,175,153,98,289,253,214
train.confidence_rating.50-100%,75,57,61,129,92,84
train.confidence_rating.100-200%,26,14,22,72,30,39
train.confidence_rating.>200.0%,20,3,8,24,14,12
train.confidence_rating_detailed.0.left,0.0,0.0,0.0,0.0,0.0,0.0
train.confidence_rating_detailed.0.right,10.0,10.0,10.0,10.0,10.0,10.0
train.confidence_rating_detailed.0.cnt,40411,39574,25290,39961,39295,25048
train.confidence_rating_detailed.1.left,10.0,10.0,10.0,10.0,10.0,10.0
train.confidence_rating_detailed.1.right,20.0,20.0,20.0,20.0,20.0,20.0
train.confidence_rating_detailed.1.cnt,264,211,121,496,328,203
train.confidence_rating_detailed.2.left,20.0,20.0,20.0,20.0,20.0,20.0
train.confidence_rating_detailed.2.right,50.0,50.0,50.0,50.0,50.0,50.0
train.confidence_rating_detailed.2.cnt,175,153,98,289,253,214
train.confidence_rating_detailed.3.left,50.0,50.0,50.0,50.0,50.0,50.0
train.confidence_rating_detailed.3.right,100.0,100.0,100.0,100.0,100.0,100.0
train.confidence_rating_detailed.3.cnt,75,57,61,129,92,84
train.confidence_rating_detailed.4.left,100.0,100.0,100.0,100.0,100.0,100.0
train.confidence_rating_detailed.4.right,200.0,200.0,200.0,200.0,200.0,200.0
train.confidence_rating_detailed.4.cnt,26,14,22,72,30,39
train.confidence_rating_detailed.5.left,200.0,200.0,200.0,200.0,200.0,200.0
train.confidence_rating_detailed.5.right,inf,inf,inf,inf,inf,inf
train.confidence_rating_detailed.5.cnt,20,3,8,24,14,12
optimal_params.cls.max_depth,21,6,15,21,21,18
optimal_params.cls.colsample_bytree,0.6,0.9,0.7,0.9,0.7,0.6
optimal_params.cls.min_child_weight,0.002410237267381047,0.014875845033700767,0.0018952077955923393,0.001016057463000051,0.003034479033858814,0.026752170241688713
optimal_params.cls.subsample,0.5,0.7,0.9,0.5,0.6,0.7
optimal_params.cls.learning_rate,0.21917123914837422,0.15441723787866357,0.13573140889535168,0.17579341892417163,0.20971396419249935,0.19036630917676584
optimal_params.cls.n_estimators,500,500,400,400,500,400
optimal_params.rgs.candidates.0.RFR.best_params.n_estimators,300,100,300,200,400,100
optimal_params.rgs.candidates.0.RFR.best_params.max_features,0.8,0.8,0.2,0.8,0.4,0.8
optimal_params.rgs.candidates.0.RFR.best_params.min_samples_leaf,2,2,2,2,2,2
optimal_params.rgs.candidates.0.RFR.best_params.criterion,poisson,poisson,squared_error,squared_error,friedman_mse,friedman_mse
optimal_params.rgs.candidates.0.RFR.Model,<class 'sklearn.ensemble._forest.RandomForestRegressor'>,<class 'sklearn.ensemble._forest.RandomForestRegressor'>,<class 'sklearn.ensemble._forest.RandomForestRegressor'>,<class 'sklearn.ensemble._forest.RandomForestRegressor'>,<class 'sklearn.ensemble._forest.RandomForestRegressor'>,<class 'sklearn.ensemble._forest.RandomForestRegressor'>
optimal_params.rgs.candidates.0.LGB.best_params.max_depth,15,9,21,15,15,15
optimal_params.rgs.candidates.0.LGB.best_params.colsample_bytree,0.6,0.6,0.8,0.9,0.8,0.8
optimal_params.rgs.candidates.0.LGB.best_params.min_child_weight,0.08767441799693534,0.415280795207813,2.439508231888684,0.004117845092068799,0.008951126083224029,0.04108421689318045
optimal_params.rgs.candidates.0.LGB.best_params.subsample,0.6,0.9,0.8,0.9,0.6,0.5
optimal_params.rgs.candidates.0.LGB.best_params.learning_rate,0.21751681649514784,0.08441297954988056,0.11433222281373485,0.2986663040266943,0.2993135067829672,0.2954330724520792
optimal_params.rgs.candidates.0.LGB.best_params.n_estimators,200,300,300,200,300,300
optimal_params.rgs.candidates.0.LGB.Model,<class 'lightgbm.sklearn.LGBMRegressor'>,<class 'lightgbm.sklearn.LGBMRegressor'>,<class 'lightgbm.sklearn.LGBMRegressor'>,<class 'lightgbm.sklearn.LGBMRegressor'>,<class 'lightgbm.sklearn.LGBMRegressor'>,<class 'lightgbm.sklearn.LGBMRegressor'>
optimal_params.rgs.candidates.0.KNN.best_params.n_neighbors,3,3,3,3,3,3
optimal_params.rgs.candidates.0.KNN.best_params.p,1,1,1,1,1,1
optimal_params.rgs.candidates.0.KNN.Model,<class 'sklearn.neighbors._regression.KNeighborsRegressor'>,<class 'sklearn.neighbors._regression.KNeighborsRegressor'>,<class 'sklearn.neighbors._regression.KNeighborsRegressor'>,<class 'sklearn.neighbors._regression.KNeighborsRegressor'>,<class 'sklearn.neighbors._regression.KNeighborsRegressor'>,<class 'sklearn.neighbors._regression.KNeighborsRegressor'>
optimal_params.rgs.candidates.0.EXF.best_params.n_estimators,200,100,200,300,200,100
optimal_params.rgs.candidates.0.EXF.best_params.max_features,0.8,0.6000000000000001,0.6000000000000001,0.4,0.8,0.8
optimal_params.rgs.candidates.0.EXF.best_params.min_samples_leaf,2,2,2,2,2,2
optimal_params.rgs.candidates.0.EXF.best_params.criterion,squared_error,squared_error,squared_error,poisson,friedman_mse,squared_error
optimal_params.rgs.candidates.0.EXF.Model,<class 'sklearn.ensemble._forest.ExtraTreesRegressor'>,<class 'sklearn.ensemble._forest.ExtraTreesRegressor'>,<class 'sklearn.ensemble._forest.ExtraTreesRegressor'>,<class 'sklearn.ensemble._forest.ExtraTreesRegressor'>,<class 'sklearn.ensemble._forest.ExtraTreesRegressor'>,<class 'sklearn.ensemble._forest.ExtraTreesRegressor'>
optimal_params.rgs.candidates.1.RFR.best_params.n_estimators,400,400,200,300,500,400
optimal_params.rgs.candidates.1.RFR.best_params.max_features,0.2,0.2,0.4,0.8,0.6000000000000001,0.8
optimal_params.rgs.candidates.1.RFR.best_params.min_samples_leaf,2,2,2,2,2,2
optimal_params.rgs.candidates.1.RFR.best_params.criterion,poisson,poisson,poisson,poisson,friedman_mse,poisson
optimal_params.rgs.candidates.1.RFR.Model,<class 'sklearn.ensemble._forest.RandomForestRegressor'>,<class 'sklearn.ensemble._forest.RandomForestRegressor'>,<class 'sklearn.ensemble._forest.RandomForestRegressor'>,<class 'sklearn.ensemble._forest.RandomForestRegressor'>,<class 'sklearn.ensemble._forest.RandomForestRegressor'>,<class 'sklearn.ensemble._forest.RandomForestRegressor'>
optimal_params.rgs.candidates.1.LGB.best_params.max_depth,21,15,18,12,15,12
optimal_params.rgs.candidates.1.LGB.best_params.colsample_bytree,0.6,0.7,0.9,0.7,0.9,0.9
optimal_params.rgs.candidates.1.LGB.best_params.min_child_weight,0.00316325344147258,0.7401701882742991,0.12116613754779983,0.0012045455485398106,0.043683639566272664,1.1615921900316075
optimal_params.rgs.candidates.1.LGB.best_params.subsample,0.7,0.7,0.8,0.5,0.7,0.9
optimal_params.rgs.candidates.1.LGB.best_params.learning_rate,0.11362012875870682,0.151050716108753,0.0999092629680558,0.294779568164637,0.29950649017808434,0.29778210616198464
optimal_params.rgs.candidates.1.LGB.best_params.n_estimators,300,200,200,300,300,300
optimal_params.rgs.candidates.1.LGB.Model,<class 'lightgbm.sklearn.LGBMRegressor'>,<class 'lightgbm.sklearn.LGBMRegressor'>,<class 'lightgbm.sklearn.LGBMRegressor'>,<class 'lightgbm.sklearn.LGBMRegressor'>,<class 'lightgbm.sklearn.LGBMRegressor'>,<class 'lightgbm.sklearn.LGBMRegressor'>
optimal_params.rgs.candidates.1.KNN.best_params.n_neighbors,3,3,3,3,3,3
optimal_params.rgs.candidates.1.KNN.best_params.p,1,1,1,1,1,1
optimal_params.rgs.candidates.1.KNN.Model,<class 'sklearn.neighbors._regression.KNeighborsRegressor'>,<class 'sklearn.neighbors._regression.KNeighborsRegressor'>,<class 'sklearn.neighbors._regression.KNeighborsRegressor'>,<class 'sklearn.neighbors._regression.KNeighborsRegressor'>,<class 'sklearn.neighbors._regression.KNeighborsRegressor'>,<class 'sklearn.neighbors._regression.KNeighborsRegressor'>
optimal_params.rgs.candidates.1.EXF.best_params.n_estimators,200,200,300,300,200,300
optimal_params.rgs.candidates.1.EXF.best_params.max_features,0.8,0.8,0.8,0.8,0.8,0.8
optimal_params.rgs.candidates.1.EXF.best_params.min_samples_leaf,2,2,2,2,2,2
optimal_params.rgs.candidates.1.EXF.best_params.criterion,poisson,squared_error,poisson,poisson,squared_error,squared_error
optimal_params.rgs.candidates.1.EXF.Model,<class 'sklearn.ensemble._forest.ExtraTreesRegressor'>,<class 'sklearn.ensemble._forest.ExtraTreesRegressor'>,<class 'sklearn.ensemble._forest.ExtraTreesRegressor'>,<class 'sklearn.ensemble._forest.ExtraTreesRegressor'>,<class 'sklearn.ensemble._forest.ExtraTreesRegressor'>,<class 'sklearn.ensemble._forest.ExtraTreesRegressor'>
optimal_params.rgs.candidates.2.RFR.best_params.n_estimators,400,200,100,200,400,300
optimal_params.rgs.candidates.2.RFR.best_params.max_features,0.8,0.6000000000000001,0.2,0.6000000000000001,0.8,0.8
optimal_params.rgs.candidates.2.RFR.best_params.min_samples_leaf,2,2,2,2,2,2
optimal_params.rgs.candidates.2.RFR.best_params.criterion,poisson,squared_error,poisson,poisson,poisson,squared_error
optimal_params.rgs.candidates.2.RFR.Model,<class 'sklearn.ensemble._forest.RandomForestRegressor'>,<class 'sklearn.ensemble._forest.RandomForestRegressor'>,<class 'sklearn.ensemble._forest.RandomForestRegressor'>,<class 'sklearn.ensemble._forest.RandomForestRegressor'>,<class 'sklearn.ensemble._forest.RandomForestRegressor'>,<class 'sklearn.ensemble._forest.RandomForestRegressor'>
optimal_params.rgs.candidates.2.LGB.best_params.max_depth,15,21,18,12,21,9
optimal_params.rgs.candidates.2.LGB.best_params.colsample_bytree,0.6,0.5,0.9,0.9,0.7,0.7
optimal_params.rgs.candidates.2.LGB.best_params.min_child_weight,0.0037828920784080716,0.0015724819902832629,0.4491612036343036,0.3882260627357916,0.0013604017623630555,0.09048942509443397
optimal_params.rgs.candidates.2.LGB.best_params.subsample,0.9,0.7,0.6,0.7,0.7,0.5
optimal_params.rgs.candidates.2.LGB.best_params.learning_rate,0.16559325156013094,0.17166987909706166,0.09511812003548946,0.29543415365510994,0.24603973973007343,0.2957180489330009
optimal_params.rgs.candidates.2.LGB.best_params.n_estimators,300,300,300,300,300,300
